State,Account_Length,International_Plan,Number_Vmail_Messages,Total_Day_Charge,Total_Eve_Charge,Total_Night_Charge,Total_Intl_Charge,Customer_Service_Calls,Total_Charge,Churn
WI,20,0,0,31.76,21.54,12.29,3.32,2,68.91,0
SC,109,0,0,37.83,14.42,11.89,2.43,2,66.57,0
WA,47,0,27,28.05,10.82,12.8,2.08,2,53.75,0
VA,107,0,27,48.18,19.05,10.86,3.89,2,81.98,0
NC,169,0,0,24.23,19.67,5.9,2.7,2,52.5,0
MS,38,0,0,19.94,17.74,9.15,3.89,2,50.72,0
MA,13,0,0,37.47,17.95,11.67,3.67,2,70.76,0
AK,52,0,0,36.89,12.95,6.04,3.19,2,59.07,0
WV,62,0,0,32.22,8.82,8.13,2.92,2,52.09,0
RI,120,0,23,37.72,21.65,11.27,1.94,2,72.58,0
MI,87,0,0,33.71,15.9,6.01,4.48,2,60.1,0
VA,99,0,0,21.81,18.3,6.47,3.86,2,50.44,0
SD,131,0,0,31.94,17.04,9.12,2.75,2,60.85,0
WV,139,0,0,46.17,13.26,6.13,3.13,2,68.69,0
DE,112,0,0,17.19,18.22,8.08,2.78,2,46.27,0
WY,109,0,0,23.29,18.45,8.19,2.7,2,52.63,0
NH,95,0,0,24.23,14.97,8.53,2.21,2,49.94,0
MA,105,0,21,24.99,16.77,12.03,2.35,2,56.14,0
NH,97,0,32,15.3,23.49,8.33,2.32,2,49.44,1
IN,115,0,0,24.94,9.03,8.9,3,2,45.87,0
TX,121,0,0,14.64,22.08,6.66,2.46,2,45.84,0
NC,125,0,0,36.09,18.31,8.41,3.05,2,65.86,0
CT,124,0,0,25.67,10.25,6.88,2.48,2,45.28,0
WV,133,0,0,30.06,15.94,8.86,1.76,2,56.62,0
MI,178,1,0,21.17,12,12.07,3.08,2,48.32,1
OR,134,0,50,35.5,11.3,6.15,3,2,55.95,0
CT,107,0,0,15.42,17.64,7.62,1.51,2,42.19,0
AK,61,0,15,42.91,15.96,11.68,2.7,2,73.25,0
OH,136,1,0,31.18,12.06,9.02,2.81,2,55.07,0
NV,148,0,0,47.48,17.14,12.64,2.13,2,79.39,1
SC,99,0,0,29.6,8.42,9.52,2.08,2,49.62,0
WV,123,0,0,29.87,15.69,7.06,2.46,2,55.08,0
NE,80,0,0,21.73,15.44,8.88,4.29,2,50.34,0
KY,110,0,0,16.9,23.38,9.54,4.51,2,54.33,0
NY,168,0,0,27.78,20.41,7.38,3.13,2,58.7,1
DC,170,0,0,31.3,17.42,10.09,2.65,2,61.46,0
KS,68,0,0,35.29,21.39,8.62,2.94,2,68.24,0
DC,24,0,0,25.33,11.14,10.74,2.32,2,49.53,1
TX,53,0,0,20.35,16.12,11.53,3.48,2,51.48,0
MT,147,0,35,33.54,11.99,9.54,2.73,2,57.8,1
OH,87,0,0,26.06,19.08,12.3,2.4,2,59.84,0
OR,89,0,12,31.96,12.86,9.09,2.84,2,56.75,0
AZ,69,0,31,33.13,16.29,6.89,3.56,2,59.87,0
OH,66,0,0,28.99,21.62,8.88,2.84,2,62.33,0
FL,185,0,0,9.45,24.54,5,3.27,2,42.26,0
WV,131,0,0,33.34,15.77,11.25,1.4,2,61.76,0
MA,132,0,25,19.24,22.94,10.31,1.92,2,54.41,0
ME,105,0,0,26.61,11.92,10.23,3.29,2,52.05,0
NH,123,0,22,33.59,6.8,5.44,4.21,2,50.04,0
VA,121,0,28,18.7,12.03,10.68,1.73,2,43.14,0
MN,57,0,0,46.36,19.12,8.02,2.84,2,76.34,1
MS,103,0,0,21.98,17.24,10.49,3.48,2,53.19,0
ND,149,0,0,29.82,16.78,8.47,2.62,2,57.69,0
NV,116,0,35,20.06,14.21,9.26,3.19,2,46.72,0
VA,90,0,0,37.74,15.9,12.7,3.35,2,69.69,0
SC,78,0,21,27.3,18.96,5.58,2.57,2,54.41,0
ND,84,0,38,32.81,13.06,11.72,2,2,59.59,0
CO,181,0,40,17.88,29.01,7.46,1.7,2,56.05,0
TX,51,0,0,30.69,11.45,7.68,2.7,2,52.52,0
AR,129,0,0,26.69,21.84,8.35,3.27,2,60.15,0
SD,27,0,0,38.47,23.32,10.92,2.21,2,74.92,1
ME,112,0,0,31.52,16.27,6.48,2.7,2,56.97,0
DE,115,0,0,33.3,19.3,14.09,3.56,2,70.25,0
HI,98,0,30,18.75,15.5,8.27,2.97,2,45.49,0
HI,108,0,0,49.57,18.79,10.31,3.78,2,82.45,1
AR,96,0,21,42.09,21.79,7.14,2.92,2,73.94,0
NY,115,0,16,22.66,15.78,7.27,1.51,2,47.22,0
NC,161,0,0,54.79,19.58,10.87,2.11,2,87.35,1
CT,147,0,0,21.15,27.28,7.07,2.81,2,58.31,0
LA,91,0,0,25.02,14.89,6.13,3.59,2,49.63,0
AL,13,0,0,24.33,20.37,9.98,1.92,2,56.6,0
DE,95,0,0,31.31,15.44,6.45,3.46,2,56.66,0
AZ,94,0,0,37.54,13.28,8.46,2.84,2,62.12,0
CT,73,0,47,29.53,17.34,7.86,1.7,2,56.43,0
NV,148,0,0,36.75,15.78,13.5,2.7,2,68.73,0
NC,122,0,30,39.12,24.45,7.97,1.86,2,73.4,0
AR,54,0,0,42.08,19.16,10.99,2.75,2,74.98,1
SC,36,0,43,5.08,10.97,14.67,2.32,2,33.04,0
OK,35,0,37,30.8,15.1,10.26,1.35,2,57.51,0
ID,77,0,29,35.89,19,6.68,2.62,2,64.19,0
DE,53,0,32,22.3,19.33,8.05,3.46,2,53.14,0
ID,103,0,0,12.05,11.43,7.6,3.24,2,34.32,0
NC,104,0,18,30.96,18.16,8.69,3.62,2,61.43,0
NY,150,0,35,23.73,28.29,9.62,2.38,2,64.02,0
AR,33,0,0,42.82,16.54,9.5,2.27,2,71.13,0
ME,100,0,0,44.97,16.49,11.82,2.03,2,75.31,1
SD,87,0,33,21.25,20,9.69,2.75,2,53.69,0
OH,88,0,0,46.68,13.69,8.75,2.48,2,71.6,0
RI,138,1,0,48.65,15.91,6.58,2.97,2,74.11,1
NY,171,0,0,23.38,16.84,13.17,3.59,2,56.98,0
DC,130,0,0,22.51,17.03,9.11,1.62,2,50.27,0
NH,60,0,0,30.65,17.68,8.15,3.46,2,59.94,0
WI,62,0,0,14.67,20.29,10.73,3.38,2,49.07,0
OK,134,0,0,28.03,10.75,10.73,2.7,2,52.21,0
NJ,139,0,43,39.27,18.9,6.66,2.24,2,67.07,0
NC,73,0,0,31.93,12.68,9.06,2.97,2,56.64,0
IN,58,0,22,38.1,20.3,7.84,3.11,2,69.35,0
NY,94,0,0,32.37,7.82,10.12,3.67,2,53.98,0
LA,128,0,0,25.11,24.08,8.47,1.86,2,59.52,0
SC,181,0,0,39.08,12.27,11.81,3.83,2,66.99,0
OK,52,0,0,21.23,25.54,8.66,3.13,2,58.56,0
OH,78,0,0,32.88,9.94,10.95,2.51,2,56.28,0
SC,79,0,0,22.9,16.12,9.96,3.19,2,52.17,0
AZ,192,0,36,26.55,18.32,12.56,2.67,2,60.1,0
RI,28,0,0,30.74,24.55,8.64,3.81,2,67.74,0
MI,65,0,0,35.92,13.82,6.06,3.56,3,59.36,0
WI,68,0,0,25.3,20.95,5.84,3.27,3,55.36,0
NM,25,0,0,20.28,17.98,12.1,2.84,3,53.2,0
WA,83,0,0,37.64,19.7,5.51,2.65,3,65.5,0
AZ,140,0,0,29.44,16.73,9.42,3.02,3,58.61,0
RI,115,0,0,25.14,19.41,13.49,2.59,3,60.63,0
AZ,86,0,32,12.05,14.17,11.02,3,3,40.24,0
SD,126,0,23,19.43,16.18,10.82,3.4,3,49.83,0
MO,92,0,0,26.18,28.03,12.96,1.51,3,68.68,1
NC,26,0,0,39.87,18.4,8.62,0.95,3,67.84,0
MD,79,0,31,17.53,20.66,3.44,3.29,3,44.92,0
WY,111,0,0,24.85,22.23,7.34,2.35,3,56.77,0
PA,91,0,0,39.41,12.8,12.11,3.13,3,67.45,0
FL,79,0,0,22.13,24.73,8.77,3.78,3,59.41,0
LA,172,0,0,36.67,12.44,11.91,1.92,3,62.94,0
AR,54,0,39,35.17,10.86,8.96,2.48,3,57.47,0
AK,110,0,0,17.02,19.83,9.2,3,3,49.05,0
ME,176,0,0,37.94,18.22,6.95,2.73,3,65.84,0
MN,13,0,21,53.65,17.76,11.7,3.27,3,86.38,0
NJ,92,0,29,26.42,16.02,11.47,2.16,3,56.07,0
MA,136,1,0,33.93,17.97,3.26,2.97,3,58.13,1
CA,75,0,38,27.81,12.47,15.56,3.54,3,59.38,0
NJ,107,0,0,36.06,12.76,9.89,2.08,3,60.79,0
TN,59,0,0,27.35,21.35,12.3,1.35,3,62.35,0
TX,50,0,0,32.11,17.33,6.83,3.13,3,59.4,0
SD,88,0,0,36.65,18.38,7.71,3.19,3,65.93,0
UT,82,1,0,35.5,18.16,7.88,3.35,3,64.89,0
DE,98,0,29,30.58,16.08,7.39,3.46,3,57.51,0
IL,130,0,0,26.5,21.77,11.83,3.16,3,63.26,0
NY,122,0,0,29.51,7.79,9.53,2.62,3,49.45,0
LA,95,0,0,23.99,17.97,4.67,1.59,3,48.22,0
MT,113,0,0,36.7,20.41,7.05,1.32,3,65.48,0
ID,56,0,0,25.65,13.75,7.55,3.16,3,50.11,0
AK,76,0,22,27.22,14.34,1.04,2.57,3,45.17,0
AZ,97,0,0,28.85,14.1,8.64,3.46,3,55.05,0
MO,36,0,0,34.41,19.61,9.09,2.75,3,65.86,0
LA,81,0,36,19.7,20.11,11.48,3.16,3,54.45,0
NJ,197,0,0,26.32,14.58,10.23,2.86,3,53.99,0
CT,30,0,0,23.39,13.77,8.45,1.57,3,47.18,0
MA,102,0,31,21.3,12,7.57,1.7,3,42.57,0
NJ,83,0,0,30.4,14.27,8.05,2.32,3,55.04,0
ME,105,0,0,19.64,22.72,5.14,3.59,3,51.09,0
NM,21,0,19,22.56,17.39,6.96,3.48,3,50.39,0
CT,95,0,36,48.13,24.33,11.78,3.05,3,87.29,0
MN,85,0,0,43.4,16.54,12.45,1,3,73.39,0
ND,110,0,0,33.34,16.97,6.12,3.48,3,59.91,0
NH,83,0,0,39.32,17.88,9.78,3.35,3,70.33,0
TX,120,0,0,34.56,22.09,5.22,2.11,3,63.98,0
WA,132,0,0,40.82,15.33,6,2.16,3,64.31,0
VT,101,0,0,23.15,18.78,8.86,3.59,3,54.38,0
KS,94,0,0,45.76,16.47,11.59,2.4,3,76.22,1
TX,123,0,0,44.35,14.32,8.02,3.59,3,70.28,0
VA,75,0,0,38.2,16.32,9.55,3.05,3,67.12,0
NM,41,0,0,39.46,27.8,10.19,2.94,3,80.39,1
NE,123,0,0,25.5,7.63,14.67,3,3,50.8,0
MI,61,0,33,46.02,17.06,9.08,2.94,3,75.1,0
MD,160,0,0,43.52,15.93,5.36,3.11,3,67.92,0
MS,189,0,0,38.73,14.41,9.05,1.51,3,63.7,0
OH,169,0,0,25.02,13.76,6.39,1.94,3,47.11,0
OR,138,1,28,35.9,26.56,8.01,2.89,3,73.36,1
TN,123,0,0,28.37,18.85,10.98,3.46,3,61.66,0
MT,109,0,0,26.32,24.45,9.38,1.59,3,61.74,0
MI,74,0,0,21.22,11.31,7.21,2.86,3,42.6,0
CT,116,0,0,41.8,20.41,7.14,2.4,3,71.75,0
UT,164,0,0,32.66,21.23,5.97,1.97,3,61.83,0
SC,209,0,0,43.37,19.6,9.81,2.3,3,75.08,1
AK,55,0,39,23.68,15.16,11.09,2.19,3,52.12,0
DC,80,0,0,8.76,13.94,7.62,2.57,3,32.89,0
MD,119,0,0,40.65,20.7,10.39,2.94,3,74.68,1
ME,28,0,0,40.26,14.2,12.61,2.62,3,69.69,0
TX,57,0,0,27.37,17.68,9.36,2.27,3,56.68,0
MD,204,0,0,34.88,13.16,8.61,3.81,3,60.46,0
KY,64,1,0,24.94,12.61,10.74,3.38,3,51.67,0
OR,166,0,0,33.93,18.22,8.86,1.94,3,62.95,0
MS,130,0,0,34.66,16.3,5.96,3.27,3,60.19,0
IN,100,0,32,21.28,19.63,8.64,3.4,3,52.95,0
IN,64,0,0,19.35,16.35,9.67,2.81,3,48.18,0
AZ,97,0,25,23.97,18.02,7.88,1.32,3,51.19,0
OK,138,0,33,26.38,22.81,8.39,2.62,3,60.2,0
AK,99,0,0,40.53,20.95,8.93,3.35,3,73.76,0
VT,60,0,0,32.96,7.23,9.45,3.56,3,53.2,0
OK,75,1,0,28.34,12.61,8.41,2.73,3,52.09,0
MA,121,0,24,37.09,29.62,9.57,2.03,3,78.31,0
MT,95,0,0,26.62,21.05,8.65,3.32,3,59.64,0
VT,93,0,0,32.42,18.55,5.83,2.19,3,58.99,0
NE,174,0,0,21.13,23.55,11.28,4.19,3,60.15,0
MT,54,0,0,22.83,13.22,4.59,3.97,3,44.61,0
LA,172,0,0,36.04,2.65,13.2,3.4,3,55.29,0
GA,72,0,37,37.4,18.47,6.88,3.97,3,66.72,0
AK,136,1,33,34.66,15.95,4.58,2.84,3,58.03,0
GA,98,0,0,21.47,14.18,8.45,2.54,3,46.64,0
ID,160,0,0,14.59,14.05,8.03,2.48,3,39.15,0
IA,52,0,0,32.62,22.93,10.66,2.11,3,68.32,0
CO,121,0,30,33.73,6.4,8.15,1.57,3,49.85,1
SD,149,0,28,30.72,15.96,11.95,3.4,3,62.03,0
NJ,138,0,0,41.11,14.49,13.29,3.19,3,72.08,0
NM,147,0,0,42.26,12.66,7.76,2.16,3,64.84,0
OR,116,1,0,36.62,17.41,12.53,3.4,3,69.96,0
CO,55,0,25,28.15,11.57,7.91,2.97,3,50.6,0
ME,78,0,0,42.99,15.16,11.88,2.57,3,72.6,0
AZ,90,0,0,30.45,16.2,5.75,2.86,3,55.26,0
UT,157,0,0,39.07,12.57,10.86,2.59,3,65.09,0
MD,121,0,0,32.42,15.6,9.94,2.65,3,60.61,0
NE,131,0,36,36.41,13.74,11.91,2.57,3,64.63,0
NE,90,0,0,24.74,18.5,6.61,2.94,3,52.79,0
AL,91,1,0,22.08,14.73,11.12,3.02,3,50.95,0
FL,91,0,0,34.53,17.86,8.8,3.24,3,64.43,0
MI,157,0,28,32.74,16.62,4.94,1.84,3,56.14,0
MI,140,0,0,39.42,13.61,4.97,3.86,3,61.86,0
IA,141,0,36,31.88,20.52,10.33,2.84,3,65.57,0
AR,116,0,0,29.5,16.5,9.36,4.37,3,59.73,0
KS,70,0,0,39.46,24.85,9.05,0,3,73.36,0
VA,170,1,0,44.18,20.83,6.05,2.27,3,73.33,0
MN,53,0,24,24.77,18.74,11.25,3.54,3,58.3,0
MD,97,0,0,37.06,15.64,10.82,1.73,3,65.25,0
OR,38,0,0,33.05,15.87,10.05,2.92,3,61.89,0
MD,106,0,0,36.36,12.91,11.7,3.29,3,64.26,0
RI,99,0,0,36.92,20.97,10.17,4.27,3,72.33,0
LA,93,0,0,30.48,15.18,10.13,3.11,3,58.9,0
FL,120,0,0,30.6,19.06,11.94,1.27,3,62.87,0
WA,81,0,0,31.21,12.97,9.55,3.29,3,57.02,0
MO,123,0,0,35.17,20.8,9.97,2.08,3,68.02,0
OK,100,0,0,34.53,18.45,8.14,3.65,3,64.77,0
IL,110,0,0,12.67,17.07,8.65,2.65,3,41.04,0
WV,85,0,0,38.25,15.04,8.74,1.92,3,63.95,0
MS,82,0,0,35.19,19.8,7.76,2.46,3,65.21,0
NH,119,0,0,23.51,14.49,11.88,3.65,3,53.53,0
AL,49,0,28,36.45,19.99,9.28,2.16,3,67.88,0
WY,139,0,0,32.78,19.92,9.14,3.51,3,65.35,0
VT,146,1,0,34.75,18.62,10.02,2.84,3,66.23,0
DE,71,0,0,33.64,15.43,12.66,1.81,3,63.54,0
SD,209,0,0,38.62,21.96,8.26,2.4,3,71.24,0
RI,119,0,29,20.03,21.83,6.64,2.05,3,50.55,0
ID,173,0,21,39.51,18.01,12.29,1.35,3,71.16,0
VA,129,0,0,35.19,13.17,11.03,3.62,3,63.01,0
FL,116,0,0,32.66,26.6,5.86,2.13,3,67.25,0
VA,141,0,0,44.23,15.23,6.08,1.94,3,67.48,0
AZ,83,0,41,26.5,13.8,5.74,3.54,3,49.58,0
SD,137,0,0,41.16,16.24,9.84,3.97,3,71.21,0
CT,99,0,0,24.94,23.29,14.46,2.4,3,65.09,0
MS,150,0,0,21.42,20.27,12.83,2.75,3,57.27,0
MS,126,0,0,43.61,16.96,8.47,1.89,3,70.93,0
IN,96,0,45,42.3,11.93,11.86,2.78,3,68.87,0
TX,88,0,0,23.51,20.06,8.06,2.59,3,54.22,0
DC,11,0,28,32.4,18.71,8.11,1.62,3,60.84,0
NV,71,1,0,30.29,14.26,8.19,3.67,3,56.41,1
FL,132,0,36,38.45,15.44,11.65,2.84,3,68.38,1
NV,78,0,0,12.75,21.14,7.92,2.57,3,44.38,0
AR,74,0,0,25.25,12.45,13.01,2.67,3,53.38,0
GA,141,0,23,25.45,13.81,9.91,2.05,3,51.22,0
GA,85,0,0,37.79,19.68,10.06,2.97,3,70.5,0
NE,73,0,0,33.71,23.74,6.58,4,3,68.03,0
WI,41,0,0,34.49,13.07,5.11,2.43,3,55.1,0
GA,44,0,0,48.98,21.93,8.66,2.75,3,82.32,1
ME,97,0,0,35.87,16.07,5.54,1.27,3,58.75,0
FL,64,0,31,38.86,21.12,7.52,2.43,3,69.93,0
FL,92,0,0,34.32,19.28,9.79,3.7,3,67.09,0
PA,171,0,25,37.94,15.57,6.79,2.75,3,63.05,0
MN,124,0,0,26.78,11.11,8.7,2.59,3,49.18,0
MI,53,0,0,9.78,22.57,10.99,3.13,3,46.47,0
TX,97,0,0,24.51,19.27,6.51,3.73,3,54.02,0
ND,68,0,22,14.03,24.64,8.1,1.3,3,48.07,0
MT,50,0,22,42.99,15.12,7.13,2.3,3,67.54,0
MO,79,0,0,44.49,17.9,11.55,1.62,3,75.56,1
WY,87,0,22,44.85,8.79,9.36,2.3,3,65.3,0
VT,152,0,0,33.51,11.06,3.51,2,3,50.08,0
CO,60,0,0,21.27,21.15,9.51,3.02,3,54.95,0
NE,189,0,38,43.64,12.79,5.54,3.08,3,65.05,0
MO,161,0,0,37.69,16.41,8.73,1.76,3,64.59,0
CT,84,0,42,28.1,19,11.74,2.05,3,60.89,0
TN,69,0,0,33.2,18.42,11.7,3.38,3,66.7,0
MI,78,0,0,23.36,20.2,9.3,3.78,3,56.64,0
WY,94,0,0,46.1,17.22,9.97,3.11,3,76.4,1
DC,169,1,0,9.71,16.97,12.36,1.76,3,40.8,0
AL,146,0,32,26.18,15.77,6.67,2.21,3,50.83,0
CO,22,0,23,30.96,13.99,5.8,3.43,3,54.18,0
NJ,74,0,0,39.25,18.96,7.1,2.62,3,67.93,0
KS,103,1,0,10.68,14.48,12.61,2.54,3,40.31,0
PA,69,0,0,38.79,22.41,6.42,2.89,3,70.51,0
ME,137,0,0,18.79,18.97,7.63,2.84,3,48.23,0
CO,121,1,0,28.51,7.96,10.86,3.62,3,50.95,1
FL,104,0,0,12.99,9.83,10.18,2.54,3,35.54,0
VT,111,0,0,16.88,22.99,10.14,2.43,3,52.44,0
KS,149,0,0,37.01,23.25,10.21,2.59,3,73.06,0
RI,70,0,0,22.9,20.05,11.71,2.05,3,56.71,0
AL,93,0,0,45.54,18.96,11.82,3.05,3,79.37,1
CT,155,0,0,28.12,15.61,3.61,2.4,3,49.74,0
GA,86,0,0,21.1,17.22,13.03,1.81,3,53.16,0
PA,53,0,0,34.87,13.64,6.73,2.89,3,58.13,0
AL,91,0,23,39.51,15.81,8.57,3.32,3,67.21,0
AR,5,0,0,33.86,15.92,9.63,3.59,3,63,0
NV,138,0,0,29.14,9.79,10.1,4.59,3,53.62,0
NY,147,0,33,42.76,19.9,9.6,2.81,3,75.07,0
FL,155,0,0,30.84,14.25,7.58,3.05,3,55.72,0
MO,119,0,32,24.24,17.7,7.69,3.24,3,52.87,0
KS,124,0,0,26.96,17.95,8.07,2.75,3,55.73,0
KY,111,0,0,43.5,17.35,7.71,3.32,3,71.88,0
NJ,113,0,0,22.46,21.04,11.08,1.86,3,56.44,0
HI,157,0,0,46.95,14.09,6.82,0.59,3,68.45,0
NC,86,0,0,32.39,15.27,11.63,2.73,3,62.02,0
WY,151,0,0,40.1,6.85,9.58,1.57,3,58.1,0
MA,47,0,0,26.4,16,11.12,3.32,3,56.84,0
OK,189,0,0,35.41,20.12,8.06,3.05,3,66.64,0
MN,40,1,0,29.02,15.22,12.69,2.21,3,59.14,0
UT,72,0,0,20.09,14.21,9.64,3.29,3,47.23,0
GA,90,0,0,19.24,16.09,12.23,3.81,3,51.37,0
WI,111,0,36,28.25,20.3,4.9,3.02,3,56.47,0
MD,172,0,0,48.81,15.16,6.89,3.89,3,74.75,1
DC,123,0,0,35.87,18.45,9.67,2.65,3,66.64,0
NE,154,0,0,32.54,17.46,9.26,2.75,3,62.01,0
KS,131,0,28,42.43,19.31,10.8,2.05,3,74.59,0
OH,147,1,24,37.38,17.72,15.86,2.19,3,73.15,0
ND,136,1,0,43.66,19.56,6.46,2.46,3,72.14,0
TX,87,0,0,28.75,14.44,11.02,2.67,3,56.88,0
NC,30,0,0,24.65,20.46,8.87,1.92,3,55.9,0
IA,46,0,0,33.86,14.88,9.48,2.75,3,60.97,0
CT,137,0,0,19.55,11.71,10.08,1.97,3,43.31,0
CO,88,0,0,10.52,22.32,9.56,2.38,3,44.78,0
TX,82,0,0,32.16,15.67,11.51,2.86,3,62.2,1
SD,139,0,0,33.32,15.81,6.89,2.65,3,58.67,0
WA,110,0,0,31.47,14.03,5.02,1.7,3,52.22,0
WI,101,0,0,42.26,14.87,9.32,1.65,3,68.1,0
OK,101,0,0,35.63,19.45,7.76,2.05,3,64.89,0
ID,95,0,32,41.99,10.68,10.19,2.84,3,65.7,0
MS,124,0,0,42.76,18.21,8.37,3,3,72.34,0
TX,50,0,31,51.46,20.44,8.73,3.67,3,84.3,0
WV,63,0,0,22.59,5.7,7.22,2.67,3,38.18,0
OK,117,0,31,17.83,20.2,11.85,2.08,3,51.96,0
NY,89,0,0,15.22,15.24,10.13,3.32,3,43.91,0
CT,141,0,0,8.82,13.77,10.06,2.73,3,35.38,0
NE,86,0,29,26.72,16.69,10.2,2.27,3,55.88,0
OK,101,0,0,45.85,17.65,9.64,1.22,3,74.36,1
VA,115,0,0,22.44,16.79,7.91,0,3,47.14,0
NV,87,0,39,14.04,19.07,7.36,2.57,3,43.04,0
NV,27,0,0,30.19,25.23,8.68,2.05,3,66.15,0
MI,81,1,0,25.4,14.61,9.65,4.83,3,54.49,1
WV,79,0,0,37.79,12.43,12.4,2.4,3,65.02,0
MT,80,0,0,33.68,13.32,8.19,2.51,3,57.7,0
AL,69,0,0,31.18,20.2,10.26,2.43,3,64.07,0
OH,75,0,27,19.98,17.58,8.75,1.13,3,47.44,0
AZ,70,0,0,17.8,6.99,7.62,4.27,3,36.68,0
OR,6,0,0,38.51,12.93,7.4,2.54,3,61.38,0
AR,107,1,0,22.66,15.55,10.85,3.48,3,52.54,1
WV,86,0,0,23.19,17.21,10.38,3.11,3,53.89,0
NE,93,0,0,25.91,23.34,11.35,1.78,3,62.38,0
MN,142,0,40,40.36,14.95,9.46,2.48,3,67.25,0
NM,103,0,0,29.5,20.77,9.97,2.62,3,62.86,0
HI,117,0,0,17.39,11.49,8.99,4.24,3,42.11,0
MT,48,0,36,39.25,14.25,12.15,2.05,3,67.7,0
VT,94,0,0,20.18,17.43,7.75,2.81,3,48.17,0
VT,121,1,44,43.2,15.32,8.83,2.35,3,69.7,0
AL,95,0,0,33.08,19.79,7.8,1.03,3,61.7,0
TN,68,0,0,37.88,14.94,9.09,2.97,3,64.88,0
WI,107,0,0,22.78,14.83,14,1.97,3,53.58,0
SD,138,0,0,21.61,21.05,9.35,1.35,3,53.36,0
SD,128,0,0,42.04,15.53,6.44,3.97,3,67.98,0
FL,106,0,31,33.56,10.49,5.2,3.32,3,52.57,0
PA,69,0,0,24.41,12.05,8.73,2.92,3,48.11,0
CT,90,0,0,6.43,13.2,7.88,3.83,3,31.34,0
MN,98,0,0,12.38,15.84,7.89,2.84,3,38.95,0
ID,24,0,29,40.17,16.22,5.81,1.94,3,64.14,0
NV,96,0,0,33.61,21.29,8.15,2.84,3,65.89,0
NE,99,0,0,34,9.17,10.52,3.08,3,56.77,0
HI,97,0,43,20.59,22.12,10.01,2.24,3,54.96,0
WV,124,0,0,26.76,14.26,8.5,2.38,3,51.9,0
OR,149,0,0,41.23,20.86,9.88,2.7,3,74.67,1
CO,63,0,0,36.01,19.63,9.77,2.89,3,68.3,0
NH,115,0,0,18.65,19.02,10.81,4.16,3,52.64,0
DE,78,0,0,23.66,16.27,12.89,3.19,3,56.01,0
WI,102,0,0,34.1,12.96,8.97,2.08,3,58.11,0
MD,123,0,0,35.17,19.07,8.88,2.24,3,65.36,0
ID,224,0,0,18.94,14.88,9.77,1.49,3,45.08,0
VA,146,0,0,34.92,11.47,13.97,2.78,3,63.14,0
NM,68,0,0,22.37,11.65,11.53,2.75,3,48.3,0
UT,61,0,25,27.83,9.62,6.03,2.67,3,46.15,0
DE,136,0,0,17.29,17.24,6.13,2.54,3,43.2,0
OK,110,0,0,31.96,7.69,6.76,4.13,3,50.54,0
MD,108,1,42,22.12,14.2,11.01,3.67,3,51,1
MS,107,0,30,33.81,17.6,7.19,3.4,3,62,0
RI,116,0,0,23.36,10.2,5.86,3.35,3,42.77,0
DE,63,0,0,19.91,21.22,7.3,3,3,51.43,0
NM,94,0,0,18.36,20.56,11.34,2.81,3,53.07,0
WI,140,0,0,22.03,20.93,7.74,2.54,3,53.24,0
RI,106,1,0,34.68,14.32,7.38,3.59,3,59.97,1
SC,114,0,4,24.02,19.58,10.07,2.54,3,56.21,0
TN,112,0,0,46.33,19.22,7.16,4.43,3,77.14,1
KS,93,0,0,45.22,11.06,7.46,3.54,3,67.28,0
PA,28,0,0,28.59,13.74,8.66,2.73,3,53.72,0
NY,156,0,0,29.63,15.86,11.62,3.48,3,60.59,0
AR,91,0,27,34.78,11.56,9.47,1.78,3,57.59,0
MI,102,0,0,41.17,19.82,8.48,1.67,3,71.14,0
OK,86,0,33,43.03,17.86,4.27,3.21,3,68.37,0
ID,86,0,0,33.01,16.47,8.64,2.51,3,60.63,0
SD,87,0,0,31.37,14.62,8.25,3.7,3,57.94,0
RI,80,0,0,34.41,22.12,7.98,2.48,3,66.99,0
MD,165,0,39,28.46,14.68,8.67,2.57,3,54.38,0
IA,81,0,0,34.6,24.62,9.58,2.35,3,71.15,0
GA,64,0,0,21.1,16.39,7.33,1.73,3,46.55,0
SD,103,0,0,35.11,15.32,9.93,3.29,3,63.65,0
OH,164,0,27,27.15,14.35,10.98,2.59,3,55.07,0
WI,162,0,0,30.11,9.75,6.91,1.76,3,48.53,0
AK,52,0,0,25.21,15.44,7,2.24,3,49.89,0
MA,71,0,0,49.37,21.58,11.85,2.73,3,85.53,1
ID,114,0,19,26.28,20.54,7.2,3.4,3,57.42,0
KS,43,0,0,4.59,13.68,12.58,2.89,3,33.74,0
VT,46,0,0,33.44,17.5,9.75,3.02,3,63.71,0
GA,202,0,0,19.62,15.19,8.36,1.62,3,44.79,0
WY,124,0,0,30.31,19.98,10.79,2.94,3,64.02,0
VA,92,1,0,42.89,17.6,12.81,3.24,3,76.54,1
MA,79,0,0,26.67,10.39,8.51,3.05,3,48.62,0
NE,126,0,0,42.47,22.26,7.51,3.43,3,75.67,1
NC,115,1,0,42.72,21.46,5.32,2.67,3,72.17,1
OK,180,0,0,24.4,16.09,7.87,2.38,3,50.74,0
AR,138,0,0,24.91,24.18,7.92,3.78,3,60.79,0
RI,127,0,0,16.32,15.05,7.3,2.62,3,41.29,0
IN,110,0,0,25.81,11.73,10.51,3.02,3,51.07,0
OR,103,1,0,29.19,12.28,7.11,1.84,3,50.42,0
